mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__n_estimators,param_xgbclassifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.15927982330322266,0.02725161258553934,0.020839373270670574,0.0034514520890337715,0.01,3,50,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6415758002110447,0.673927842069435,0.6679245283018868,0.6611427235274555,0.014051294367439003,14
0.1198127269744873,0.004152306502262937,0.019464492797851562,0.0015476322773200289,0.01,3,50,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6443587946741416,0.673927842069435,0.6686076382942284,0.6622980916792683,0.01286960048152345,12
0.19341723124186197,0.0022221310473344224,0.024809598922729492,0.001388677209229091,0.01,3,100,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6459171183773387,0.6724578436382218,0.6646977067407922,0.6610242229187843,0.011142213630643173,16
0.20527052879333496,0.014323072035740935,0.02673967679341634,0.0003932468234852954,0.01,3,100,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.646379853095488,0.6733480550365212,0.6635335073977372,0.6610871385099154,0.011144790099251569,15
0.2405670483907064,0.04198019931543196,0.029088973999023438,0.008608476480079777,0.01,5,50,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6444796619123085,0.6764806573091408,0.6642411642411642,0.6617338278208712,0.013184106050858232,13
0.2834921677907308,0.02503838548385655,0.04291844367980957,0.008976833646845378,0.01,5,50,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6452180028129395,0.6770494608933767,0.6666666666666666,0.6629780434576609,0.013254304628187002,11
0.6635142962137858,0.08975963505249414,0.06724357604980469,0.005931549215191243,0.01,5,100,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.649746192893401,0.6803529012555141,0.6672437673130194,0.6657809538206448,0.012537876393179343,10
0.676995038986206,0.10106854887704037,0.05682214101155599,0.01571805340898737,0.01,5,100,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.6517716879036481,0.6798982188295165,0.6703429260727211,0.6673376109352952,0.011677596065040896,9
0.18543386459350586,0.029205800980968328,0.035744428634643555,0.009083693736541696,0.1,3,50,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.666211371009049,0.6926682289923,0.6802604523646333,0.6797133507886608,0.010807892908650935,7
0.21546649932861328,0.01882706974024587,0.0355374813079834,0.006079568338415012,0.1,3,50,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6651808674781416,0.6907268170426065,0.6782101834390537,0.678039289319934,0.010429790294712164,8
0.26810145378112793,0.016176940410891294,0.047498226165771484,0.007842849887535358,0.1,3,100,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6704005431093008,0.6943245934284766,0.6871394638615541,0.6839548667997772,0.010023182786354964,3
0.22639044125874838,0.019837086226335596,0.0323945681254069,0.01198284912401734,0.1,3,100,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.668815744825246,0.6939318370739818,0.682312925170068,0.6816868356897653,0.01026315459917209,6
0.18411016464233398,0.007087790293474543,0.022566556930541992,0.0005238097239457712,0.1,5,50,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6716367333107421,0.6905235255135852,0.6856564975560425,0.6826055854601233,0.008006613033033511,4
0.19571280479431152,0.015855448762367774,0.02346046765645345,0.0007683377547824403,0.1,5,50,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6680279053939084,0.6931348221670802,0.6845750971447879,0.6819126082352588,0.010421322784201234,5
0.3073389530181885,0.011174502416113506,0.03323284784952799,0.00020376001227646323,0.1,5,100,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6787027749916416,0.6876234364713627,0.6904127829560586,0.6855796648063542,0.0049942516019717414,2
