mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__n_estimators,param_xgbclassifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.4912930329640706,0.09325292232528556,0.056694984436035156,0.011609226757236833,0.01,3,50,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6415758002110447,0.673927842069435,0.6679245283018868,0.6611427235274555,0.014051294367439003,14
0.44318310419718426,0.15635147177694914,0.056357224782307945,0.01774860170133081,0.01,3,50,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6443587946741416,0.673927842069435,0.6686076382942284,0.6622980916792683,0.01286960048152345,12
0.3406875928243001,0.06774442986244444,0.04950507481892904,0.007334574339138056,0.01,3,100,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6459171183773387,0.6724578436382218,0.6646977067407922,0.6610242229187843,0.011142213630643173,16
0.43868740399678546,0.13944836216161932,0.036051670710245766,0.012366562033630105,0.01,3,100,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.646379853095488,0.6733480550365212,0.6635335073977372,0.6610871385099154,0.011144790099251569,15
0.4072585900624593,0.050166002512040085,0.029790719350179035,0.01233279127517549,0.01,5,50,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6444796619123085,0.6764806573091408,0.6642411642411642,0.6617338278208712,0.013184106050858232,13
0.377521276473999,0.07039953556436361,0.05446124076843262,0.014188987158117587,0.01,5,50,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6452180028129395,0.6770494608933767,0.6666666666666666,0.6629780434576609,0.013254304628187002,11
0.6879631678263346,0.03014095772720266,0.07224480311075847,0.03287695561954102,0.01,5,100,0.1,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.649746192893401,0.6803529012555141,0.6672437673130194,0.6657809538206448,0.012537876393179343,10
0.6977909406026205,0.009857072799680426,0.06548849741617839,0.02545295055868784,0.01,5,100,0.5,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.6517716879036481,0.6798982188295165,0.6703429260727211,0.6673376109352952,0.011677596065040896,9
0.22743511199951172,0.058079695664142096,0.026498794555664062,0.012787378879947017,0.1,3,50,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.666211371009049,0.6926682289923,0.6802604523646333,0.6797133507886608,0.010807892908650935,7
0.26091472307840985,0.040238432057214404,0.03478844960530599,0.014736023007181942,0.1,3,50,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6651808674781416,0.6907268170426065,0.6782101834390537,0.678039289319934,0.010429790294712164,8
0.34366416931152344,0.027234036574053783,0.05832036336263021,0.01528881969347533,0.1,3,100,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6704005431093008,0.6943245934284766,0.6871394638615541,0.6839548667997772,0.010023182786354964,3
0.4315337340037028,0.018145918061899358,0.04943680763244629,0.018774269633230832,0.1,3,100,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.5}",0.668815744825246,0.6939318370739818,0.682312925170068,0.6816868356897653,0.01026315459917209,6
0.3017564614613851,0.0935870275285689,0.02929385503133138,0.011649411402371287,0.1,5,50,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.1}",0.6716367333107421,0.6905235255135852,0.6856564975560425,0.6826055854601233,0.008006613033033511,4
0.33469343185424805,0.056960790132623985,0.05688865979512533,0.011395122660306721,0.1,5,50,0.5,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 50, 'xgbclassifier__reg_lambda': 0.5}",0.6680279053939084,0.6931348221670802,0.6845750971447879,0.6819126082352588,0.010421322784201234,5
0.6830495198567709,0.211452747255986,0.06237435340881348,0.023652519168364382,0.1,5,100,0.1,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 0.1}",0.6787027749916416,0.6876234364713627,0.6904127829560586,0.6855796648063542,0.0049942516019717414,2
